architecture,recorder_config,benchmark,variant,seed,workload_scale,measured_or_estimated,firmware_source,compiler_backed,cycles,commits,events,capsule_bytes,event_rate_per_kinst,cycles_to_failure,commits_to_failure,property_id,replay_status,final_signature_match,event_match,overflow,notes
v2,hashed,interrupt_race_bug,failing,5,short,MEASURED,compiler_c_scaled,true,1537,337,2,16,5.934718,1537,337,2,FAIL,FAIL,FAIL,false,error_code=EVENT_MISMATCH
v2,hashed,interrupt_race_bug,failing,1,medium,MEASURED,compiler_c_scaled,true,5953,1297,2,16,1.542020,5953,1297,2,FAIL,FAIL,FAIL,false,error_code=EVENT_MISMATCH
v2,hashed,interrupt_race_bug,failing,2,medium,MEASURED,compiler_c_scaled,true,5953,1297,2,16,1.542020,5953,1297,2,FAIL,FAIL,FAIL,false,error_code=EVENT_MISMATCH
v2,hashed,interrupt_race_bug,failing,3,medium,MEASURED,compiler_c_scaled,true,5953,1297,2,16,1.542020,5953,1297,2,FAIL,FAIL,FAIL,false,error_code=EVENT_MISMATCH
v2,hashed,interrupt_race_bug,failing,4,medium,MEASURED,compiler_c_scaled,true,5953,1297,2,16,1.542020,5953,1297,2,FAIL,FAIL,FAIL,false,error_code=EVENT_MISMATCH
v2,hashed,interrupt_race_bug,failing,5,medium,MEASURED,compiler_c_scaled,true,5953,1297,2,16,1.542020,5953,1297,2,FAIL,FAIL,FAIL,false,error_code=EVENT_MISMATCH
v2,hashed,interrupt_race_bug,failing,1,long,MEASURED,compiler_c_scaled,true,23617,5137,2,16,0.389332,23617,5137,2,FAIL,FAIL,FAIL,false,error_code=EVENT_MISMATCH
v2,hashed,interrupt_race_bug,failing,2,long,MEASURED,compiler_c_scaled,true,23617,5137,2,16,0.389332,23617,5137,2,FAIL,FAIL,FAIL,false,error_code=EVENT_MISMATCH
v2,hashed,interrupt_race_bug,failing,3,long,MEASURED,compiler_c_scaled,true,23617,5137,2,16,0.389332,23617,5137,2,FAIL,FAIL,FAIL,false,error_code=EVENT_MISMATCH
v2,hashed,interrupt_race_bug,failing,4,long,MEASURED,compiler_c_scaled,true,23617,5137,2,16,0.389332,23617,5137,2,FAIL,FAIL,FAIL,false,error_code=EVENT_MISMATCH
v2,hashed,interrupt_race_bug,failing,5,long,MEASURED,compiler_c_scaled,true,23617,5137,2,16,0.389332,23617,5137,2,FAIL,FAIL,FAIL,false,error_code=EVENT_MISMATCH
v2,hashed,interrupt_race_bug,failing,1,stress,MEASURED,compiler_c_scaled,true,94273,20497,2,16,0.097575,94273,20497,2,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,interrupt_race_bug,failing,2,stress,MEASURED,compiler_c_scaled,true,94273,20497,2,16,0.097575,94273,20497,2,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,interrupt_race_bug,failing,3,stress,MEASURED,compiler_c_scaled,true,94273,20497,2,16,0.097575,94273,20497,2,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,interrupt_race_bug,failing,4,stress,MEASURED,compiler_c_scaled,true,94273,20497,2,16,0.097575,94273,20497,2,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,interrupt_race_bug,failing,5,stress,MEASURED,compiler_c_scaled,true,94273,20497,2,16,0.097575,94273,20497,2,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,interrupt_race_bug,fixed,1,smoke,MEASURED,compiler_c_scaled,true,5000,1660,4,32,2.409639,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,2,smoke,MEASURED,compiler_c_scaled,true,5000,1660,4,32,2.409639,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,3,smoke,MEASURED,compiler_c_scaled,true,5000,1660,4,32,2.409639,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,4,smoke,MEASURED,compiler_c_scaled,true,5000,1660,4,32,2.409639,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,5,smoke,MEASURED,compiler_c_scaled,true,5000,1660,4,32,2.409639,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,1,short,MEASURED,compiler_c_scaled,true,10000,3156,4,32,1.267427,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,2,short,MEASURED,compiler_c_scaled,true,10000,3156,4,32,1.267427,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,3,short,MEASURED,compiler_c_scaled,true,10000,3156,4,32,1.267427,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,4,short,MEASURED,compiler_c_scaled,true,10000,3156,4,32,1.267427,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,5,short,MEASURED,compiler_c_scaled,true,10000,3156,4,32,1.267427,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,1,medium,MEASURED,compiler_c_scaled,true,50000,15978,4,32,0.250344,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,2,medium,MEASURED,compiler_c_scaled,true,50000,15978,4,32,0.250344,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,3,medium,MEASURED,compiler_c_scaled,true,50000,15978,4,32,0.250344,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,4,medium,MEASURED,compiler_c_scaled,true,50000,15978,4,32,0.250344,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,5,medium,MEASURED,compiler_c_scaled,true,50000,15978,4,32,0.250344,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,1,long,MEASURED,compiler_c_scaled,true,100000,30596,4,32,0.130736,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,2,long,MEASURED,compiler_c_scaled,true,100000,30596,4,32,0.130736,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,3,long,MEASURED,compiler_c_scaled,true,100000,30596,4,32,0.130736,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,4,long,MEASURED,compiler_c_scaled,true,100000,30596,4,32,0.130736,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,5,long,MEASURED,compiler_c_scaled,true,100000,30596,4,32,0.130736,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,1,stress,MEASURED,compiler_c_scaled,true,200000,55738,4,32,0.071764,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,2,stress,MEASURED,compiler_c_scaled,true,200000,55738,4,32,0.071764,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,3,stress,MEASURED,compiler_c_scaled,true,200000,55738,4,32,0.071764,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,4,stress,MEASURED,compiler_c_scaled,true,200000,55738,4,32,0.071764,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,interrupt_race_bug,fixed,5,stress,MEASURED,compiler_c_scaled,true,200000,55738,4,32,0.071764,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,1,smoke,MEASURED,compiler_c_scaled,true,59,15,1,8,66.666667,59,15,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,2,smoke,MEASURED,compiler_c_scaled,true,59,15,1,8,66.666667,59,15,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,3,smoke,MEASURED,compiler_c_scaled,true,59,15,1,8,66.666667,59,15,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,4,smoke,MEASURED,compiler_c_scaled,true,59,15,1,8,66.666667,59,15,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,5,smoke,MEASURED,compiler_c_scaled,true,59,15,1,8,66.666667,59,15,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,1,short,MEASURED,compiler_c_scaled,true,1532,336,1,8,2.976190,1532,336,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,2,short,MEASURED,compiler_c_scaled,true,1532,336,1,8,2.976190,1532,336,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,3,short,MEASURED,compiler_c_scaled,true,1532,336,1,8,2.976190,1532,336,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,4,short,MEASURED,compiler_c_scaled,true,1532,336,1,8,2.976190,1532,336,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,5,short,MEASURED,compiler_c_scaled,true,1532,336,1,8,2.976190,1532,336,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,1,medium,MEASURED,compiler_c_scaled,true,5948,1296,1,8,0.771605,5948,1296,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,2,medium,MEASURED,compiler_c_scaled,true,5948,1296,1,8,0.771605,5948,1296,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,3,medium,MEASURED,compiler_c_scaled,true,5948,1296,1,8,0.771605,5948,1296,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,4,medium,MEASURED,compiler_c_scaled,true,5948,1296,1,8,0.771605,5948,1296,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,5,medium,MEASURED,compiler_c_scaled,true,5948,1296,1,8,0.771605,5948,1296,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,1,long,MEASURED,compiler_c_scaled,true,23612,5136,1,8,0.194704,23612,5136,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,2,long,MEASURED,compiler_c_scaled,true,23612,5136,1,8,0.194704,23612,5136,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,3,long,MEASURED,compiler_c_scaled,true,23612,5136,1,8,0.194704,23612,5136,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,4,long,MEASURED,compiler_c_scaled,true,23612,5136,1,8,0.194704,23612,5136,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,5,long,MEASURED,compiler_c_scaled,true,23612,5136,1,8,0.194704,23612,5136,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,1,stress,MEASURED,compiler_c_scaled,true,94268,20496,1,8,0.048790,94268,20496,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,2,stress,MEASURED,compiler_c_scaled,true,94268,20496,1,8,0.048790,94268,20496,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,3,stress,MEASURED,compiler_c_scaled,true,94268,20496,1,8,0.048790,94268,20496,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,4,stress,MEASURED,compiler_c_scaled,true,94268,20496,1,8,0.048790,94268,20496,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,failing,5,stress,MEASURED,compiler_c_scaled,true,94268,20496,1,8,0.048790,94268,20496,5,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,1,smoke,MEASURED,compiler_c_scaled,true,5000,1661,2,16,1.204094,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,2,smoke,MEASURED,compiler_c_scaled,true,5000,1661,2,16,1.204094,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,3,smoke,MEASURED,compiler_c_scaled,true,5000,1661,2,16,1.204094,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,4,smoke,MEASURED,compiler_c_scaled,true,5000,1661,2,16,1.204094,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,5,smoke,MEASURED,compiler_c_scaled,true,5000,1661,2,16,1.204094,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,1,short,MEASURED,compiler_c_scaled,true,10000,3158,2,16,0.633312,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,2,short,MEASURED,compiler_c_scaled,true,10000,3158,2,16,0.633312,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,3,short,MEASURED,compiler_c_scaled,true,10000,3158,2,16,0.633312,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,4,short,MEASURED,compiler_c_scaled,true,10000,3158,2,16,0.633312,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,5,short,MEASURED,compiler_c_scaled,true,10000,3158,2,16,0.633312,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,1,medium,MEASURED,compiler_c_scaled,true,50000,15979,2,16,0.125164,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,2,medium,MEASURED,compiler_c_scaled,true,50000,15979,2,16,0.125164,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,3,medium,MEASURED,compiler_c_scaled,true,50000,15979,2,16,0.125164,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,4,medium,MEASURED,compiler_c_scaled,true,50000,15979,2,16,0.125164,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,5,medium,MEASURED,compiler_c_scaled,true,50000,15979,2,16,0.125164,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,1,long,MEASURED,compiler_c_scaled,true,100000,30598,2,16,0.065364,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,2,long,MEASURED,compiler_c_scaled,true,100000,30598,2,16,0.065364,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,3,long,MEASURED,compiler_c_scaled,true,100000,30598,2,16,0.065364,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,4,long,MEASURED,compiler_c_scaled,true,100000,30598,2,16,0.065364,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,5,long,MEASURED,compiler_c_scaled,true,100000,30598,2,16,0.065364,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,1,stress,MEASURED,compiler_c_scaled,true,200000,55739,2,16,0.035882,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,2,stress,MEASURED,compiler_c_scaled,true,200000,55739,2,16,0.035882,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,3,stress,MEASURED,compiler_c_scaled,true,200000,55739,2,16,0.035882,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,4,stress,MEASURED,compiler_c_scaled,true,200000,55739,2,16,0.035882,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,mmio_ordering_bug,fixed,5,stress,MEASURED,compiler_c_scaled,true,200000,55739,2,16,0.035882,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,1,smoke,MEASURED,compiler_c_scaled,true,62,16,0,0,0.000000,62,16,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,2,smoke,MEASURED,compiler_c_scaled,true,62,16,0,0,0.000000,62,16,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,3,smoke,MEASURED,compiler_c_scaled,true,62,16,0,0,0.000000,62,16,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,4,smoke,MEASURED,compiler_c_scaled,true,62,16,0,0,0.000000,62,16,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,5,smoke,MEASURED,compiler_c_scaled,true,62,16,0,0,0.000000,62,16,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,1,short,MEASURED,compiler_c_scaled,true,1535,337,0,0,0.000000,1535,337,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,2,short,MEASURED,compiler_c_scaled,true,1535,337,0,0,0.000000,1535,337,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,3,short,MEASURED,compiler_c_scaled,true,1535,337,0,0,0.000000,1535,337,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,4,short,MEASURED,compiler_c_scaled,true,1535,337,0,0,0.000000,1535,337,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,5,short,MEASURED,compiler_c_scaled,true,1535,337,0,0,0.000000,1535,337,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,1,medium,MEASURED,compiler_c_scaled,true,5951,1297,0,0,0.000000,5951,1297,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,2,medium,MEASURED,compiler_c_scaled,true,5951,1297,0,0,0.000000,5951,1297,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,3,medium,MEASURED,compiler_c_scaled,true,5951,1297,0,0,0.000000,5951,1297,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,4,medium,MEASURED,compiler_c_scaled,true,5951,1297,0,0,0.000000,5951,1297,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,5,medium,MEASURED,compiler_c_scaled,true,5951,1297,0,0,0.000000,5951,1297,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,1,long,MEASURED,compiler_c_scaled,true,23615,5137,0,0,0.000000,23615,5137,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,2,long,MEASURED,compiler_c_scaled,true,23615,5137,0,0,0.000000,23615,5137,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,3,long,MEASURED,compiler_c_scaled,true,23615,5137,0,0,0.000000,23615,5137,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,4,long,MEASURED,compiler_c_scaled,true,23615,5137,0,0,0.000000,23615,5137,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,5,long,MEASURED,compiler_c_scaled,true,23615,5137,0,0,0.000000,23615,5137,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,1,stress,MEASURED,compiler_c_scaled,true,94271,20497,0,0,0.000000,94271,20497,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,2,stress,MEASURED,compiler_c_scaled,true,94271,20497,0,0,0.000000,94271,20497,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,3,stress,MEASURED,compiler_c_scaled,true,94271,20497,0,0,0.000000,94271,20497,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,4,stress,MEASURED,compiler_c_scaled,true,94271,20497,0,0,0.000000,94271,20497,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,failing,5,stress,MEASURED,compiler_c_scaled,true,94271,20497,0,0,0.000000,94271,20497,4,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,1,smoke,MEASURED,compiler_c_scaled,true,5000,1660,1,8,0.602410,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,2,smoke,MEASURED,compiler_c_scaled,true,5000,1660,1,8,0.602410,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,3,smoke,MEASURED,compiler_c_scaled,true,5000,1660,1,8,0.602410,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,4,smoke,MEASURED,compiler_c_scaled,true,5000,1660,1,8,0.602410,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,5,smoke,MEASURED,compiler_c_scaled,true,5000,1660,1,8,0.602410,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,1,short,MEASURED,compiler_c_scaled,true,10000,3157,1,8,0.316756,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,2,short,MEASURED,compiler_c_scaled,true,10000,3157,1,8,0.316756,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,3,short,MEASURED,compiler_c_scaled,true,10000,3157,1,8,0.316756,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,4,short,MEASURED,compiler_c_scaled,true,10000,3157,1,8,0.316756,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,5,short,MEASURED,compiler_c_scaled,true,10000,3157,1,8,0.316756,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,1,medium,MEASURED,compiler_c_scaled,true,50000,15978,1,8,0.062586,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,2,medium,MEASURED,compiler_c_scaled,true,50000,15978,1,8,0.062586,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,3,medium,MEASURED,compiler_c_scaled,true,50000,15978,1,8,0.062586,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,4,medium,MEASURED,compiler_c_scaled,true,50000,15978,1,8,0.062586,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,5,medium,MEASURED,compiler_c_scaled,true,50000,15978,1,8,0.062586,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,1,long,MEASURED,compiler_c_scaled,true,100000,30597,1,8,0.032683,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,2,long,MEASURED,compiler_c_scaled,true,100000,30597,1,8,0.032683,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,3,long,MEASURED,compiler_c_scaled,true,100000,30597,1,8,0.032683,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,4,long,MEASURED,compiler_c_scaled,true,100000,30597,1,8,0.032683,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,5,long,MEASURED,compiler_c_scaled,true,100000,30597,1,8,0.032683,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,1,stress,MEASURED,compiler_c_scaled,true,200000,55738,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,2,stress,MEASURED,compiler_c_scaled,true,200000,55738,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,3,stress,MEASURED,compiler_c_scaled,true,200000,55738,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,4,stress,MEASURED,compiler_c_scaled,true,200000,55738,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,stack_corruption_bug,fixed,5,stress,MEASURED,compiler_c_scaled,true,200000,55738,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,hashed,uart_command_bug,failing,1,smoke,MEASURED,compiler_c_scaled,true,67,17,2,16,117.647059,67,17,1,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,uart_command_bug,failing,2,smoke,MEASURED,compiler_c_scaled,true,67,17,2,16,117.647059,67,17,1,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,uart_command_bug,failing,3,smoke,MEASURED,compiler_c_scaled,true,67,17,2,16,117.647059,67,17,1,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,uart_command_bug,failing,4,smoke,MEASURED,compiler_c_scaled,true,67,17,2,16,117.647059,67,17,1,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,uart_command_bug,failing,5,smoke,MEASURED,compiler_c_scaled,true,67,17,2,16,117.647059,67,17,1,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,uart_command_bug,failing,1,short,MEASURED,compiler_c_scaled,true,1543,339,2,16,5.899705,1543,339,1,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,uart_command_bug,failing,2,short,MEASURED,compiler_c_scaled,true,1543,339,2,16,5.899705,1543,339,1,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,uart_command_bug,failing,3,short,MEASURED,compiler_c_scaled,true,1543,339,2,16,5.899705,1543,339,1,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,uart_command_bug,failing,4,short,MEASURED,compiler_c_scaled,true,1543,339,2,16,5.899705,1543,339,1,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,uart_command_bug,failing,5,short,MEASURED,compiler_c_scaled,true,1543,339,2,16,5.899705,1543,339,1,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,uart_command_bug,failing,1,medium,MEASURED,compiler_c_scaled,true,5959,1299,2,16,1.539646,5959,1299,1,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,uart_command_bug,failing,2,medium,MEASURED,compiler_c_scaled,true,5959,1299,2,16,1.539646,5959,1299,1,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
v2,hashed,uart_command_bug,failing,3,medium,MEASURED,compiler_c_scaled,true,5959,1299,2,16,1.539646,5959,1299,1,FAIL,FAIL,FAIL,false,error_code=NO_EXPECTED_FAILURE
