experiment_group,experiment_id,benchmark,variant,seed,workload_scale,memory_words,buffer_depth,recorder_config,target,flow,required_for_top_conference,expected_output,status,notes
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,2048,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,2048,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,2048,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,2048,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,2048,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,2048,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,2048,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,2048,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,2048,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,2048,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,2048,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,2048,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,2048,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,2048,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,2048,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,2048,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,2048,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,2048,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,2048,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,2048,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,2048,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,2048,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,2048,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,2048,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,2048,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,2048,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,2048,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,2048,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,2048,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,2048,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,2048,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,2048,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,2048,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,2048,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,2048,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,2048,64,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,2048,64,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,2048,64,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,2048,64,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,2048,128,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,2048,128,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,2048,128,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,2048,128,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,2048,128,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,2048,128,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,2048,128,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,2048,128,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,2048,128,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,2048,128,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,2048,128,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,2048,128,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,4096,8,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,4096,8,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,4096,8,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,4096,8,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,4096,8,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,4096,8,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,4096,8,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,4096,8,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,4096,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,4096,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,4096,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,4096,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,4096,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,4096,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,4096,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,4096,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,4096,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,4096,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,4096,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,4096,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,4096,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,4096,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,4096,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,4096,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,4096,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,4096,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,4096,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,4096,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,4096,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,4096,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,4096,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,4096,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,4096,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,4096,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,4096,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,4096,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,4096,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,4096,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,4096,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,4096,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,4096,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,4096,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,4096,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,4096,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,4096,64,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,4096,64,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
