architecture,recorder_config,benchmark,variant,seed,workload_scale,baseline,measured_or_estimated,bytes,events,replay_success,final_signature_match,event_match,reduction_vs_full_instruction_pct,reduction_vs_full_commit_pct,reduction_vs_snapshot_pct,notes
baseline,baseline,sensor_threshold_bug,failing,1,smoke,full_instruction_trace,ESTIMATED,248,31,NA,NA,NA,0.00,50.00,93.95,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,1,smoke,full_commit_trace,ESTIMATED,496,31,NA,NA,NA,-100.00,0.00,87.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,1,smoke,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,-1551.61,-725.81,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,1,smoke,v1_full,MEASURED,189,9,true,PASS,PASS,23.79,61.90,95.39,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,1,smoke,v2_core,MEASURED,8,1,true,PASS,PASS,96.77,98.39,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,1,smoke,v2_hashed,MEASURED,8,1,true,PASS,PASS,96.77,98.39,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,1,smoke,v2_full,MEASURED,344,43,true,PASS,PASS,-38.71,30.65,91.60,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,1,stress,full_instruction_trace,ESTIMATED,164104,20513,NA,NA,NA,0.00,50.00,-3906.45,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,1,stress,full_commit_trace,ESTIMATED,328208,20513,NA,NA,NA,-100.00,0.00,-7912.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,1,stress,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,97.50,98.75,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,1,stress,v1_full,MEASURED,172200,8200,true,PASS,PASS,-4.93,47.53,-4104.10,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,1,stress,v2_core,MEASURED,8,1,true,PASS,PASS,100.00,100.00,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,1,stress,v2_hashed,MEASURED,8,1,true,PASS,PASS,100.00,100.00,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,1,stress,v2_full,MEASURED,1928,241,true,PASS,PASS,98.83,99.41,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,2,long,full_instruction_trace,ESTIMATED,41224,5153,NA,NA,NA,0.00,50.00,-906.45,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,2,long,full_commit_trace,ESTIMATED,82448,5153,NA,NA,NA,-100.00,0.00,-1912.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,2,long,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,90.06,95.03,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,2,long,v1_full,MEASURED,43176,2056,true,PASS,PASS,-4.74,47.63,-954.10,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,2,long,v2_core,MEASURED,8,1,true,PASS,PASS,99.98,99.99,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,2,long,v2_hashed,MEASURED,8,1,true,PASS,PASS,99.98,99.99,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,2,long,v2_full,MEASURED,1928,241,true,PASS,PASS,95.32,97.66,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,2,medium,full_instruction_trace,ESTIMATED,10504,1313,NA,NA,NA,0.00,50.00,-156.45,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,2,medium,full_commit_trace,ESTIMATED,21008,1313,NA,NA,NA,-100.00,0.00,-412.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,2,medium,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,61.01,80.50,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,2,medium,v1_full,MEASURED,10920,520,true,PASS,PASS,-3.96,48.02,-166.60,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,2,medium,v2_core,MEASURED,8,1,true,PASS,PASS,99.92,99.96,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,2,medium,v2_hashed,MEASURED,8,1,true,PASS,PASS,99.92,99.96,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,2,medium,v2_full,MEASURED,1928,241,true,PASS,PASS,81.65,90.82,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,2,short,full_instruction_trace,ESTIMATED,2824,353,NA,NA,NA,0.00,50.00,31.05,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,2,short,full_commit_trace,ESTIMATED,5648,353,NA,NA,NA,-100.00,0.00,-37.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,2,short,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,-45.04,27.48,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,2,short,v1_full,MEASURED,2856,136,true,PASS,PASS,-1.13,49.43,30.27,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,2,short,v2_core,MEASURED,8,1,true,PASS,PASS,99.72,99.86,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,2,short,v2_hashed,MEASURED,8,1,true,PASS,PASS,99.72,99.86,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,2,short,v2_full,MEASURED,1928,241,true,PASS,PASS,31.73,65.86,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,2,smoke,full_instruction_trace,ESTIMATED,248,31,NA,NA,NA,0.00,50.00,93.95,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,2,smoke,full_commit_trace,ESTIMATED,496,31,NA,NA,NA,-100.00,0.00,87.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,2,smoke,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,-1551.61,-725.81,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,2,smoke,v1_full,MEASURED,189,9,true,PASS,PASS,23.79,61.90,95.39,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,2,smoke,v2_core,MEASURED,8,1,true,PASS,PASS,96.77,98.39,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,2,smoke,v2_hashed,MEASURED,8,1,true,PASS,PASS,96.77,98.39,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,2,smoke,v2_full,MEASURED,344,43,true,PASS,PASS,-38.71,30.65,91.60,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,2,stress,full_instruction_trace,ESTIMATED,164104,20513,NA,NA,NA,0.00,50.00,-3906.45,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,2,stress,full_commit_trace,ESTIMATED,328208,20513,NA,NA,NA,-100.00,0.00,-7912.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,2,stress,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,97.50,98.75,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,2,stress,v1_full,MEASURED,172200,8200,true,PASS,PASS,-4.93,47.53,-4104.10,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,2,stress,v2_core,MEASURED,8,1,true,PASS,PASS,100.00,100.00,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,2,stress,v2_hashed,MEASURED,8,1,true,PASS,PASS,100.00,100.00,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,2,stress,v2_full,MEASURED,1928,241,true,PASS,PASS,98.83,99.41,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,3,long,full_instruction_trace,ESTIMATED,41224,5153,NA,NA,NA,0.00,50.00,-906.45,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,3,long,full_commit_trace,ESTIMATED,82448,5153,NA,NA,NA,-100.00,0.00,-1912.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,3,long,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,90.06,95.03,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,3,long,v1_full,MEASURED,43176,2056,true,PASS,PASS,-4.74,47.63,-954.10,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,3,long,v2_core,MEASURED,8,1,true,PASS,PASS,99.98,99.99,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,3,long,v2_hashed,MEASURED,8,1,true,PASS,PASS,99.98,99.99,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,3,long,v2_full,MEASURED,1928,241,true,PASS,PASS,95.32,97.66,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,3,medium,full_instruction_trace,ESTIMATED,10504,1313,NA,NA,NA,0.00,50.00,-156.45,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,3,medium,full_commit_trace,ESTIMATED,21008,1313,NA,NA,NA,-100.00,0.00,-412.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,3,medium,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,61.01,80.50,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,3,medium,v1_full,MEASURED,10920,520,true,PASS,PASS,-3.96,48.02,-166.60,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,3,medium,v2_core,MEASURED,8,1,true,PASS,PASS,99.92,99.96,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,3,medium,v2_hashed,MEASURED,8,1,true,PASS,PASS,99.92,99.96,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,3,medium,v2_full,MEASURED,1928,241,true,PASS,PASS,81.65,90.82,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,3,short,full_instruction_trace,ESTIMATED,2824,353,NA,NA,NA,0.00,50.00,31.05,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,3,short,full_commit_trace,ESTIMATED,5648,353,NA,NA,NA,-100.00,0.00,-37.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,3,short,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,-45.04,27.48,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,3,short,v1_full,MEASURED,2856,136,true,PASS,PASS,-1.13,49.43,30.27,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,3,short,v2_core,MEASURED,8,1,true,PASS,PASS,99.72,99.86,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,3,short,v2_hashed,MEASURED,8,1,true,PASS,PASS,99.72,99.86,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,3,short,v2_full,MEASURED,1928,241,true,PASS,PASS,31.73,65.86,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,3,smoke,full_instruction_trace,ESTIMATED,248,31,NA,NA,NA,0.00,50.00,93.95,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,3,smoke,full_commit_trace,ESTIMATED,496,31,NA,NA,NA,-100.00,0.00,87.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,3,smoke,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,-1551.61,-725.81,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,3,smoke,v1_full,MEASURED,189,9,true,PASS,PASS,23.79,61.90,95.39,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,3,smoke,v2_core,MEASURED,8,1,true,PASS,PASS,96.77,98.39,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,3,smoke,v2_hashed,MEASURED,8,1,true,PASS,PASS,96.77,98.39,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,3,smoke,v2_full,MEASURED,344,43,true,PASS,PASS,-38.71,30.65,91.60,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,3,stress,full_instruction_trace,ESTIMATED,164104,20513,NA,NA,NA,0.00,50.00,-3906.45,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,3,stress,full_commit_trace,ESTIMATED,328208,20513,NA,NA,NA,-100.00,0.00,-7912.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,3,stress,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,97.50,98.75,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,3,stress,v1_full,MEASURED,172200,8200,true,PASS,PASS,-4.93,47.53,-4104.10,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,3,stress,v2_core,MEASURED,8,1,true,PASS,PASS,100.00,100.00,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,3,stress,v2_hashed,MEASURED,8,1,true,PASS,PASS,100.00,100.00,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,3,stress,v2_full,MEASURED,1928,241,true,PASS,PASS,98.83,99.41,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,4,long,full_instruction_trace,ESTIMATED,41224,5153,NA,NA,NA,0.00,50.00,-906.45,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,4,long,full_commit_trace,ESTIMATED,82448,5153,NA,NA,NA,-100.00,0.00,-1912.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,4,long,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,90.06,95.03,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,4,long,v1_full,MEASURED,43176,2056,true,PASS,PASS,-4.74,47.63,-954.10,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,4,long,v2_core,MEASURED,8,1,true,PASS,PASS,99.98,99.99,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,4,long,v2_hashed,MEASURED,8,1,true,PASS,PASS,99.98,99.99,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,4,long,v2_full,MEASURED,1928,241,true,PASS,PASS,95.32,97.66,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,4,medium,full_instruction_trace,ESTIMATED,10504,1313,NA,NA,NA,0.00,50.00,-156.45,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,4,medium,full_commit_trace,ESTIMATED,21008,1313,NA,NA,NA,-100.00,0.00,-412.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,4,medium,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,61.01,80.50,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,4,medium,v1_full,MEASURED,10920,520,true,PASS,PASS,-3.96,48.02,-166.60,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,4,medium,v2_core,MEASURED,8,1,true,PASS,PASS,99.92,99.96,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,4,medium,v2_hashed,MEASURED,8,1,true,PASS,PASS,99.92,99.96,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,4,medium,v2_full,MEASURED,1928,241,true,PASS,PASS,81.65,90.82,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,4,short,full_instruction_trace,ESTIMATED,2824,353,NA,NA,NA,0.00,50.00,31.05,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,4,short,full_commit_trace,ESTIMATED,5648,353,NA,NA,NA,-100.00,0.00,-37.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,4,short,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,-45.04,27.48,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,4,short,v1_full,MEASURED,2856,136,true,PASS,PASS,-1.13,49.43,30.27,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,4,short,v2_core,MEASURED,8,1,true,PASS,PASS,99.72,99.86,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,4,short,v2_hashed,MEASURED,8,1,true,PASS,PASS,99.72,99.86,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,4,short,v2_full,MEASURED,1928,241,true,PASS,PASS,31.73,65.86,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,4,smoke,full_instruction_trace,ESTIMATED,248,31,NA,NA,NA,0.00,50.00,93.95,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,4,smoke,full_commit_trace,ESTIMATED,496,31,NA,NA,NA,-100.00,0.00,87.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,4,smoke,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,-1551.61,-725.81,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,4,smoke,v1_full,MEASURED,189,9,true,PASS,PASS,23.79,61.90,95.39,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,4,smoke,v2_core,MEASURED,8,1,true,PASS,PASS,96.77,98.39,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,4,smoke,v2_hashed,MEASURED,8,1,true,PASS,PASS,96.77,98.39,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,4,smoke,v2_full,MEASURED,344,43,true,PASS,PASS,-38.71,30.65,91.60,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,4,stress,full_instruction_trace,ESTIMATED,164104,20513,NA,NA,NA,0.00,50.00,-3906.45,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,4,stress,full_commit_trace,ESTIMATED,328208,20513,NA,NA,NA,-100.00,0.00,-7912.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,4,stress,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,97.50,98.75,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,4,stress,v1_full,MEASURED,172200,8200,true,PASS,PASS,-4.93,47.53,-4104.10,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,4,stress,v2_core,MEASURED,8,1,true,PASS,PASS,100.00,100.00,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,4,stress,v2_hashed,MEASURED,8,1,true,PASS,PASS,100.00,100.00,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,4,stress,v2_full,MEASURED,1928,241,true,PASS,PASS,98.83,99.41,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,5,long,full_instruction_trace,ESTIMATED,41224,5153,NA,NA,NA,0.00,50.00,-906.45,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,5,long,full_commit_trace,ESTIMATED,82448,5153,NA,NA,NA,-100.00,0.00,-1912.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,5,long,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,90.06,95.03,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,5,long,v1_full,MEASURED,43176,2056,true,PASS,PASS,-4.74,47.63,-954.10,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,5,long,v2_core,MEASURED,8,1,true,PASS,PASS,99.98,99.99,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,5,long,v2_hashed,MEASURED,8,1,true,PASS,PASS,99.98,99.99,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,5,long,v2_full,MEASURED,1928,241,true,PASS,PASS,95.32,97.66,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,5,medium,full_instruction_trace,ESTIMATED,10504,1313,NA,NA,NA,0.00,50.00,-156.45,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,5,medium,full_commit_trace,ESTIMATED,21008,1313,NA,NA,NA,-100.00,0.00,-412.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,5,medium,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,61.01,80.50,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,5,medium,v1_full,MEASURED,10920,520,true,PASS,PASS,-3.96,48.02,-166.60,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,5,medium,v2_core,MEASURED,8,1,true,PASS,PASS,99.92,99.96,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,5,medium,v2_hashed,MEASURED,8,1,true,PASS,PASS,99.92,99.96,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,5,medium,v2_full,MEASURED,1928,241,true,PASS,PASS,81.65,90.82,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,5,short,full_instruction_trace,ESTIMATED,2824,353,NA,NA,NA,0.00,50.00,31.05,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,5,short,full_commit_trace,ESTIMATED,5648,353,NA,NA,NA,-100.00,0.00,-37.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,5,short,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,-45.04,27.48,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,5,short,v1_full,MEASURED,2856,136,true,PASS,PASS,-1.13,49.43,30.27,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,5,short,v2_core,MEASURED,8,1,true,PASS,PASS,99.72,99.86,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,5,short,v2_hashed,MEASURED,8,1,true,PASS,PASS,99.72,99.86,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,5,short,v2_full,MEASURED,1928,241,true,PASS,PASS,31.73,65.86,52.93,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,5,smoke,full_instruction_trace,ESTIMATED,248,31,NA,NA,NA,0.00,50.00,93.95,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,sensor_threshold_bug,failing,5,smoke,full_commit_trace,ESTIMATED,496,31,NA,NA,NA,-100.00,0.00,87.89,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,sensor_threshold_bug,failing,5,smoke,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,-1551.61,-725.81,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,5,smoke,v1_full,MEASURED,189,9,true,PASS,PASS,23.79,61.90,95.39,MEASURED v1 workload capsule
v2,core,sensor_threshold_bug,failing,5,smoke,v2_core,MEASURED,8,1,true,PASS,PASS,96.77,98.39,99.80,MEASURED v2 exported capsule
v2,hashed,sensor_threshold_bug,failing,5,smoke,v2_hashed,MEASURED,8,1,true,PASS,PASS,96.77,98.39,99.80,MEASURED v2 exported capsule
v2,full,sensor_threshold_bug,failing,5,smoke,v2_full,MEASURED,344,43,true,PASS,PASS,-38.71,30.65,91.60,MEASURED v2 exported capsule
baseline,baseline,sensor_threshold_bug,failing,5,stress,full_instruction_trace,ESTIMATED,164104,20513,NA,NA,NA,0.00,50.00,-3906.45,ESTIMATED formula=commits*(pc+instruction=8B)
