recorder_config,benchmark,variant,seed,workload_scale,cycles,commits,sim_wall_time_sec,cycle_overhead_pct,commit_overhead_pct,sim_wall_time_overhead_pct,notes
diagnostic,sensor_threshold_bug,failing,2,stress,94333,20512,0.101115,0.00,0.00,604.49,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=2 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
full,sensor_threshold_bug,failing,2,stress,94333,20512,0.097173,0.00,0.00,577.02,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=2 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
minimal,sensor_threshold_bug,failing,3,stress,94333,20512,0.096442,0.00,0.00,586.03,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=3 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
core,sensor_threshold_bug,failing,3,stress,94333,20512,0.096658,0.00,0.00,587.57,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=3 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
hashed,sensor_threshold_bug,failing,3,stress,94333,20512,0.097731,0.00,0.00,595.20,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=3 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
diagnostic,sensor_threshold_bug,failing,3,stress,94333,20512,0.098428,0.00,0.00,600.16,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=3 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
full,sensor_threshold_bug,failing,3,stress,94333,20512,0.096409,0.00,0.00,585.79,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=3 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
minimal,sensor_threshold_bug,failing,4,stress,94333,20512,0.097979,0.00,0.00,581.40,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=4 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
core,sensor_threshold_bug,failing,4,stress,94333,20512,0.097663,0.00,0.00,579.21,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=4 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
hashed,sensor_threshold_bug,failing,4,stress,94333,20512,0.105659,0.00,0.00,634.81,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=4 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
diagnostic,sensor_threshold_bug,failing,4,stress,94333,20512,0.097663,0.00,0.00,579.21,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=4 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
full,sensor_threshold_bug,failing,4,stress,94333,20512,0.096221,0.00,0.00,569.18,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=4 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
minimal,sensor_threshold_bug,failing,5,stress,94333,20512,0.094284,0.00,0.00,560.07,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=5 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
core,sensor_threshold_bug,failing,5,stress,94333,20512,0.095988,0.00,0.00,572.00,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=5 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
hashed,sensor_threshold_bug,failing,5,stress,94333,20512,0.098027,0.00,0.00,586.27,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=5 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
diagnostic,sensor_threshold_bug,failing,5,stress,94333,20512,0.096181,0.00,0.00,573.35,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=5 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
full,sensor_threshold_bug,failing,5,stress,94333,20512,0.095320,0.00,0.00,567.32,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=failing seed=5 property=3 events=256 capsule_bytes=5376 cycles=94333 commits=20512 notes=""measured"""
minimal,sensor_threshold_bug,fixed,1,smoke,5000,1660,0.011053,0.00,0.00,51.99,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
core,sensor_threshold_bug,fixed,1,smoke,5000,1660,0.011499,0.00,0.00,58.13,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
hashed,sensor_threshold_bug,fixed,1,smoke,5000,1660,0.011438,0.00,0.00,57.29,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
diagnostic,sensor_threshold_bug,fixed,1,smoke,5000,1660,0.011588,0.00,0.00,59.35,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
full,sensor_threshold_bug,fixed,1,smoke,5000,1660,0.011454,0.00,0.00,57.51,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
minimal,sensor_threshold_bug,fixed,2,smoke,5000,1660,0.011016,0.00,0.00,74.14,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
core,sensor_threshold_bug,fixed,2,smoke,5000,1660,0.012762,0.00,0.00,101.74,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
hashed,sensor_threshold_bug,fixed,2,smoke,5000,1660,0.011451,0.00,0.00,81.01,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
diagnostic,sensor_threshold_bug,fixed,2,smoke,5000,1660,0.011566,0.00,0.00,82.83,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
full,sensor_threshold_bug,fixed,2,smoke,5000,1660,0.011947,0.00,0.00,88.86,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
minimal,sensor_threshold_bug,fixed,3,smoke,5000,1660,0.011323,0.00,0.00,72.27,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
core,sensor_threshold_bug,fixed,3,smoke,5000,1660,0.011474,0.00,0.00,74.56,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
hashed,sensor_threshold_bug,fixed,3,smoke,5000,1660,0.011460,0.00,0.00,74.35,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
diagnostic,sensor_threshold_bug,fixed,3,smoke,5000,1660,0.011764,0.00,0.00,78.97,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
full,sensor_threshold_bug,fixed,3,smoke,5000,1660,0.011852,0.00,0.00,80.31,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
minimal,sensor_threshold_bug,fixed,4,smoke,5000,1660,0.011394,0.00,0.00,71.26,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
core,sensor_threshold_bug,fixed,4,smoke,5000,1660,0.011813,0.00,0.00,77.56,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
hashed,sensor_threshold_bug,fixed,4,smoke,5000,1660,0.014350,0.00,0.00,115.69,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
diagnostic,sensor_threshold_bug,fixed,4,smoke,5000,1660,0.011511,0.00,0.00,73.02,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
full,sensor_threshold_bug,fixed,4,smoke,5000,1660,0.011677,0.00,0.00,75.51,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
minimal,sensor_threshold_bug,fixed,5,smoke,5000,1660,0.011009,0.00,0.00,60.18,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
core,sensor_threshold_bug,fixed,5,smoke,5000,1660,0.011585,0.00,0.00,68.56,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
hashed,sensor_threshold_bug,fixed,5,smoke,5000,1660,0.011505,0.00,0.00,67.39,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
diagnostic,sensor_threshold_bug,fixed,5,smoke,5000,1660,0.012049,0.00,0.00,75.31,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
full,sensor_threshold_bug,fixed,5,smoke,5000,1660,0.011538,0.00,0.00,67.87,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
minimal,sensor_threshold_bug,fixed,1,short,10000,3157,0.016736,0.00,0.00,111.50,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
core,sensor_threshold_bug,fixed,1,short,10000,3157,0.016199,0.00,0.00,104.71,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
hashed,sensor_threshold_bug,fixed,1,short,10000,3157,0.016188,0.00,0.00,104.57,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
diagnostic,sensor_threshold_bug,fixed,1,short,10000,3157,0.016154,0.00,0.00,104.15,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
full,sensor_threshold_bug,fixed,1,short,10000,3157,0.017665,0.00,0.00,123.24,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
minimal,sensor_threshold_bug,fixed,2,short,10000,3157,0.015806,0.00,0.00,84.52,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
core,sensor_threshold_bug,fixed,2,short,10000,3157,0.016763,0.00,0.00,95.69,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
hashed,sensor_threshold_bug,fixed,2,short,10000,3157,0.016427,0.00,0.00,91.77,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
diagnostic,sensor_threshold_bug,fixed,2,short,10000,3157,0.016372,0.00,0.00,91.13,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
full,sensor_threshold_bug,fixed,2,short,10000,3157,0.016595,0.00,0.00,93.73,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
minimal,sensor_threshold_bug,fixed,3,short,10000,3157,0.015585,0.00,0.00,121.47,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
core,sensor_threshold_bug,fixed,3,short,10000,3157,0.016676,0.00,0.00,136.98,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
hashed,sensor_threshold_bug,fixed,3,short,10000,3157,0.016594,0.00,0.00,135.81,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
diagnostic,sensor_threshold_bug,fixed,3,short,10000,3157,0.016264,0.00,0.00,131.12,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
full,sensor_threshold_bug,fixed,3,short,10000,3157,0.016106,0.00,0.00,128.88,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
minimal,sensor_threshold_bug,fixed,4,short,10000,3157,0.019390,0.00,0.00,178.63,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
core,sensor_threshold_bug,fixed,4,short,10000,3157,0.016197,0.00,0.00,132.75,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
hashed,sensor_threshold_bug,fixed,4,short,10000,3157,0.016506,0.00,0.00,137.19,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
diagnostic,sensor_threshold_bug,fixed,4,short,10000,3157,0.016180,0.00,0.00,132.50,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
full,sensor_threshold_bug,fixed,4,short,10000,3157,0.015937,0.00,0.00,129.01,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
minimal,sensor_threshold_bug,fixed,5,short,10000,3157,0.015906,0.00,0.00,126.13,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
core,sensor_threshold_bug,fixed,5,short,10000,3157,0.016225,0.00,0.00,130.67,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
hashed,sensor_threshold_bug,fixed,5,short,10000,3157,0.016852,0.00,0.00,139.58,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
diagnostic,sensor_threshold_bug,fixed,5,short,10000,3157,0.016548,0.00,0.00,135.26,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
full,sensor_threshold_bug,fixed,5,short,10000,3157,0.016746,0.00,0.00,138.07,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3157 notes=""measured"""
minimal,sensor_threshold_bug,fixed,1,medium,50000,15978,0.054711,0.00,0.00,416.34,"PASS runtime config=recorder_enabled benchmark=sensor_threshold_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15978 notes=""measured"""
